genome,common_name,Phylum,Class,Order,pmsf_family,new_family,Old_family,old_genus,new_genus,taxon_source,other,skani_cluster,mcl_cluster
IMGM3300022939_BIN813,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g329,g329,MCL_clustered,,S59,MCL123
IMGM3300024327_BIN261,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g329,NA,,S782,NA
GVMAG-M-3300012936-34,GVMAG-M-3300012936-34,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g329,g329,identical_markers,,S1455,MCL586
IMGM3300012936_BIN102,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g329,g329,MCL_clustered,,S1457,MCL153
GVMAG-M-3300024261-37,GVMAG-M-3300024261-37,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g329,g329,identical_markers,,S944,MCL141
TARA_PSW_NCLDV_00019,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_695,NA,,NA,NA
GVMAG-S-ERX556045-52,GVMAG-S-ERX556045-52,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g333,g333,identical_markers,,NA,MCL622
TARA_PSW_NCLDV_00029,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_696,NA,,NA,NA
IMGM3300020455_BIN811,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_697,NA,,NA,MCL694
IMGM3300020441_BIN38,ERX556088.18.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g331,g331,identical_markers,,NA,MCL114
IMGM3300012919_BIN181,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g332,g332,MCL_clustered,,S866,MCL152
IMGM3300010883_BIN1295,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_698,NA,,NA,NA
TARA_PSE_NCLDV_00020,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_698,NA,,NA,NA
bin_4477,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g330,NA,,S824,MCL785
bin_3095,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g330,NA,,NA,MCL540
IMGM3300042562_BIN322,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g330,NA,,S1228,MCL787
bin_3835,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g330,NA,,NA,MCL554
IMGM3300042562_BIN708,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g330,g330,MCL_clustered,,S1214,MCL86
bin_4723,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g330,NA,,NA,MCL264
IMGM3300023179_BIN1754,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g330,g330,MCL_clustered,,NA,MCL722
IMGM3300027744_BIN705,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g330,g330,MCL_clustered,,S1594,MCL60
IMGM3300042562_BIN491,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g330,g330,MCL_clustered,,S2268,MCL122
IMGM3300009786_BIN154,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g330,NA,,S1099,NA
bin_4205,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g330,NA,,NA,MCL723
bin_6022,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g330,NA,,NA,NA
bin_3512,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g330,NA,,NA,MCL768
IMGM3300009182_BIN407,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g330,g330,MCL_clustered,,S1602,MCL655
IMGM3300033495_BIN262,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g330,NA,,S2114,NA
bin_5124,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g330,NA,,NA,MCL541
bin_1382,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g330,NA,,NA,NA
IMGM3300032268_BIN131,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g330,NA,,S2092,NA
bin_2650,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g330,NA,,NA,MCL646
TARA_PSW_NCLDV_00035,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_699,NA,,NA,NA
TARA_PON_NCLDV_00007,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_699,NA,,S2429,NA
IMGM3300031403_BIN235,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_700,NA,,S739,NA
IMGM3300017741_BIN89,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g334,n_700,MCL_clustered,,NA,MCL210
IMGM3300035107_BIN306,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_700,NA,,NA,MCL492
IMGM3300009505_BIN491,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_700,NA,,S562,NA
IMGM3300012919_BIN194,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g334,n_701,MCL_clustered,,S1873,MCL248
IMGM3300021389_BIN566,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g334,n_701,MCL_clustered,,S50,NA
IMGM3300020165_BIN452,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_701,NA,,NA,MCL501
IMGM3300009436_BIN425,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g334,n_701,MCL_clustered,,S1441,MCL302
IMGM3300020595_BIN790,GVMAG-M-3300020595-13,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g334,n_702,identical_markers,,S1476,MCL62
IMGM3300020165_BIN648,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_702,NA,,S1831,MCL502
TARA_AOS_NCLDV_00011,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g334,NA,,NA,MCL813
TARA_AON_NCLDV_00015,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g334,g334,MCL_clustered,,S1146,MCL151
TARA_AON_NCLDV_00026,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g334,NA,,NA,NA
oPacV-421,oPacV.421,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g334,g334,identical_markers,,NA,NA
IMGM3300047354_BIN614,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g334,NA,,NA,NA
ERX552302-47,ERX552302.47.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g334,g334,identical_markers,,NA,NA
IMGM3300023210_BIN505,GVMAG-M-3300023210-14,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g334,g334,identical_markers,,S939,MCL367
TARA_PSW_NCLDV_00018,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g340,NA,,NA,NA
IMGM3300010300_BIN236,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g340,g340,MCL_clustered,,NA,MCL584
IMGM3300020182_BIN353,GVMAG-M-3300020166-18,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g340,g340,identical_markers,,S913,MCL423
TARA_PSW_NCLDV_00016,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g340,n_703,MCL_clustered,,NA,MCL336
TARA_MED_NCLDV_00074,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_703,NA,,NA,MCL822
TARA_PSW_NCLDV_00009,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g340,n_703,MCL_clustered,,NA,MCL397
IMGM3300046171_BIN2120,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g341,NA,,S2375,MCL371
IMGM3300021389_BIN525,GVMAG-M-3300021389-31,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g341,g341,identical_markers,,S918,MCL705
GVMAG-S-1102238-66,GVMAG-S-1102238-66,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g341,g341,identical_markers,,S984,MCL12
IMGM3300050244_BIN1163,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g341,g341,MCL_clustered,,S845,MCL11
IMGM3300050206_BIN2316,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g341,g341,MCL_clustered,,NA,MCL40
GVMAG-M-3300027769-4,GVMAG-M-3300027769-4,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g341,g341,identical_markers,,S1573,MCL9
bin_4490,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g341,g341,MCL_clustered,,NA,MCL19
IMGM3300042386_BIN115,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g341,NA,,NA,NA
bin_3167,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g341,g341,MCL_clustered,,S1217,MCL14
IMGM3300043772_BIN1854,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g341,NA,,NA,NA
TARA_MED_NCLDV_00133,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_704,NA,,NA,NA
TARA_AOS_NCLDV_00007,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g342,g342,MCL_clustered,,NA,MCL278
ERX288965-16,ERX288965.16.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g342,g342,identical_markers,,NA,NA
IMGM3300035145_BIN258,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g342,NA,,NA,NA
IMGM3300031785_BIN255,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g342,g342,MCL_clustered,,S1633,MCL154
IMGM3300030231_BIN129,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g342,NA,,NA,NA
GVMAG-S-ERX555907-102,GVMAG-S-ERX555907-102,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g342,g342,identical_markers,,NA,MCL132
IMGM3300031213_BIN68,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g342,g342,MCL_clustered,,S5,MCL187
IMGM3300024302_BIN155,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g342,NA,,NA,NA
IMGM3300009443_BIN311,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g342,g342,MCL_clustered,,S51,MCL662
bin_3966,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g342,g342,MCL_clustered,,NA,MCL181
bin_1023,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g342,NA,,S1205,MCL313
bin_6581,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_07,g296,g342,MCL_clustered,,S2296,MCL69
bin_1098,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g342,NA,,S2217,MCL827
IMGM3300035703_BIN2253,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g342,NA,,NA,NA
IMGM3300004687_BIN15,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g342,NA,,NA,NA
GVMAG-M-3300009161-25,GVMAG-M-3300009161-25,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g342,g342,identical_markers,,S1432,MCL65
IMGM3300018868_BIN503,GVMAG-M-3300018868-14,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g342,g342,identical_markers,,S910,MCL222
TARA_MED_NCLDV_00046,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_705,NA,,NA,MCL498
IMGM3300024302_BIN426,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_705,NA,,S702,MCL672
IMGM3300027861_BIN305,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_706,NA,,S2007,NA
TARA_MED_NCLDV_00036,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g344,n_706,MCL_clustered,,S1337,MCL740
IMGM3300025894_BIN810,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_706,NA,,NA,NA
IMGM3300017989_BIN225,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_706,NA,,NA,NA
IMGM3300035145_BIN625,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g344,n_706,MCL_clustered,,NA,MCL455
IMGM3300010883_BIN1085,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_707,NA,,NA,NA
TARA_PSE_NCLDV_00022,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_707,NA,,NA,MCL488
bin_1875,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_708,NA,,S1236,MCL112
IMGM3300042401_BIN461,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_708,NA,,S464,MCL537
IMGM3300042394_BIN109,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_708,NA,,NA,NA
IMGM3300042313_BIN149,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_708,NA,,NA,NA
TARA_PON_NCLDV_00047,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g343,NA,,NA,NA
IMGM3300017742_BIN316,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g343,g343,MCL_clustered,,S640,MCL246
ERX555988-97,ERX555988.97.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g343,g343,identical_markers,,NA,MCL335
GVMAG-M-3300020187-47,GVMAG-M-3300020187-47,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g343,g343,identical_markers,,NA,MCL444
IMGM3300031676_BIN102,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g343,NA,,NA,MCL750
GVMAG-M-3300005613-11,Tethysvirus raunefjordenense / Chrysochromulina ericina ,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g343,g343,identical_markers,,S1417,MCL74
ERX288947-11,ERX288947.11.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g343,g343,identical_markers,,NA,MCL206
IMGM3300022865_BIN102,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g343,NA,,NA,MCL483
IMGM3300046733_BIN256,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g343,NA,,NA,MCL800
IMGM3300030119_BIN14,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g343,g343,MCL_clustered,,S865,MCL429
IMGM3300020421_BIN390,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g343,NA,,NA,NA
GVMAG-S-3300002153-41,Tethysvirus hollandense / Phaeocystis globosa virus PgV-12T,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g343,g343,identical_markers,,S989,MCL45
GCA_006547245-1_ASM654724v1,Tethysvirus ontarioense / Chrysochromulina parva virus BQ2,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g343,g343,identical_markers,,NA,MCL10
IMGM3300046746_BIN157,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g343,g343,MCL_clustered,,S1284,MCL207
IMGM3300047352_BIN595,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g343,g343,MCL_clustered,,NA,MCL542
IMGM3300028196_BIN458,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g343,g343,MCL_clustered,,S2047,MCL333
IMGM3300020595_BIN91,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g344,g344,MCL_clustered,,S1477,NA
IMGM3300002186_BIN113,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g344,NA,,NA,NA
TARA_MED_NCLDV_00021,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g344,NA,,S2427,NA
IMGM3300009172_BIN443,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g344,NA,,S1792,NA
IMGM3300046655_BIN263,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g344,NA,,NA,NA
IMGM3300020166_BIN507,GVMAG-M-3300020166-5,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g344,g344,identical_markers,,S125,MCL249
ERX552297-51,ERX552297.51.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g344,g344,identical_markers,,NA,NA
IMGM3300008012_BIN129,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g344,NA,,NA,NA
IMGM3300028197_BIN338,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g344,NA,,NA,MCL744
IMGM3300020185_BIN384,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g344,g344,MCL_clustered,,S1473,MCL692
IMGM3300021365_BIN165,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g344,NA,,NA,NA
IMGM3300025892_BIN1187,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g344,g344,MCL_clustered,,S92,MCL507
GVMAG-S-ERX556028-72,GVMAG-S-ERX556028-72,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g344,g344,identical_markers,,NA,MCL124
IMGM3300046171_BIN1172,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g344,g344,MCL_clustered,,S2373,MCL279
ERX552270-51,ERX552270.51.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g344,g344,identical_markers,,NA,NA
IMGM3300047356_BIN269,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g344,NA,,NA,NA
ERX552270-108,ERX552270.108.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g344,g344,identical_markers,,NA,MCL427
ERX552244-9,ERX552244.9.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g344,g344,identical_markers,,NA,MCL421
IMGM3300022929_BIN679,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g344,g344,MCL_clustered,,S94,MCL515
IMGM3300044723_BIN279,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g344,NA,,S2354,NA
IMGM3300035204_BIN814,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g344,NA,,NA,NA
IMGM3300022907_BIN404,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g344,g344,MCL_clustered,,S88,MCL129
ERX552270-55,ERX552270.55.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g344,g344,identical_markers,,NA,NA
IMGM3300007520_BIN400,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g344,NA,,S1060,NA
TARA_MED_NCLDV_00030,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g344,NA,,NA,MCL820
IMGM3300031269_BIN58,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g344,g344,MCL_clustered,,S582,MCL130
GVMAG-S-1074260-58,GVMAG-S-1074260-58,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g344,g344,identical_markers,,S521,MCL454
IMGM3300032138_BIN90,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g344,g344,MCL_clustered,,S2072,MCL214
GVMAG-M-3300023184-38,GVMAG-M-3300023184-38,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g344,g344,identical_markers,,NA,MCL450
bin_4971,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g344,NA,,NA,MCL242
bin_6734,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g344,NA,,NA,MCL327
bin_4709,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g344,g344,MCL_clustered,,NA,MCL43
GVMAG-M-3300023184-161,GVMAG-M-3300023184-161,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g344,g344,identical_markers,,S937,MCL601
bin_4568,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g344,NA,,NA,MCL48
bin_5304,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g344,g344,MCL_clustered,,NA,MCL261
bin_3378,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g344,g344,MCL_clustered,,NA,MCL13
IMGM3300050249_BIN864,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g344,NA,,S848,NA
GVMAG-M-3300018415-13,GVMAG-M-3300018415-13,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g344,g344,identical_markers,,NA,MCL591
IMGM3300032324_BIN7,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g344,NA,,NA,NA
bin_4359,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g344,NA,,NA,NA
bin_6378,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g344,NA,,NA,MCL848
IMGM3300042886_BIN269,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g344,NA,,NA,NA
bin_5923,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g344,NA,,NA,NA
bin_5122,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g338,NA,,NA,MCL198
bin_1400,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g338,NA,,NA,MCL742
bin_6593,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g338,NA,,S2147,MCL849
IMGM3300029908_BIN331,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g338,NA,,S792,NA
IMGM3300050206_BIN817,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g338,NA,,NA,NA
GVMAG-M-3300023179-71,GVMAG-M-3300023179-71,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g338,g338,identical_markers,,NA,MCL599
IMGM3300006922_BIN112,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g338,g338,MCL_clustered,,S1425,NA
LKH483_P10_Am-11,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g338,NA,,NA,NA
TARA_MED_NCLDV_00018,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g336,n_709,MCL_clustered,,NA,MCL21
IMGM3300009182_BIN327,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g336,NA,,NA,MCL653
bin_1926,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g336,NA,,NA,MCL96
bin_3690,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g336,g336,MCL_clustered,,NA,MCL67
GVMAG-M-3300022752-94,GVMAG-M-3300022752-94,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g336,g336,identical_markers,,NA,MCL597
GVMAG-M-3300023179-114,GVMAG-M-3300023179-114,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g336,g336,identical_markers,,S1524,MCL221
IMGM3300025767_BIN651,GVMAG-M-3300025767-17,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g338,g336,identical_markers,,NA,MCL603
IMGM3300027861_BIN40,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g336,NA,,NA,NA
IMGM3300020417_BIN475,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g336,NA,,NA,NA
IMGM3300007522_BIN602,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g338,g336,MCL_clustered,,S403,MCL257
bin_4795,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g336,NA,,NA,NA
bin_4471,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g336,g336,MCL_clustered,,NA,MCL2
IMGM3300023179_BIN995,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g336,NA,,NA,NA
IMGM3300034166_BIN148,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g336,NA,,NA,NA
GVMAG-S-3300013132-210,GVMAG-S-3300013132-210,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g336,g336,identical_markers,,S1007,MCL109
bin_6621,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g336,NA,,S1238,MCL784
IMGM3300009154_BIN311,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g336,NA,,NA,MCL474
IMGM3300010334_BIN284,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g336,NA,,S1859,NA
bin_6849,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g336,NA,,NA,MCL752
GVMAG-M-3300009151-44,GVMAG-M-3300009151-44,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g336,n_710,identical_markers,,S1429,MCL581
IMGM3300045919_BIN466,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_710,NA,,NA,NA
bin_3884,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g336,n_710,MCL_clustered,,S370,MCL70
IMGM3300036985_BIN986,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_710,NA,,NA,MCL703
bin_3218,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_710,NA,,NA,MCL92
bin_1078,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g336,n_710,MCL_clustered,,NA,MCL219
bin_4182,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_710,NA,,NA,MCL831
IMGM3300013006_BIN390,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g336,n_710,MCL_clustered,,NA,MCL41
IMGM3300002933_BIN242,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g336,n_710,MCL_clustered,,NA,MCL137
IMGM3300024327_BIN533,GVMAG-M-3300024327-2,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g336,n_710,identical_markers,,S511,MCL437
IMGM3300032249_BIN187,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_710,NA,,NA,MCL475
